slcmodel_0810_topazslc_seed1966278616_size100.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.4792086272952756
slcmodel_0810_topazslc_seed1191167696_size1000.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.2568181979662876
slcmodel_0810_topazslc_seed-1556961451_size200.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.4610162712192847
slcmodel_0810_topazslc_seed589819963_size2000.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.152365690783299
slcmodel_0810_topazslc_seed-1292564519_size400.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.2194100541502733
slcmodel_0810_topazslc_seed162875781_size4000.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.175254043998166
slcmodel_0810_topazslc_seed331624901_size50.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.7973956254021863
slcmodel_0810_topazslc_seed1111471499_size500.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.1593861186093724
slcmodel_0810_topazslc_seed1274153041_size800.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.2050744526048867
slcmodel_0810_topazslc_seed860331295_size8000.arff,acmodel_0810_topazac_seed-665150065_size50-IG-K2.bif,1.1002490642859741
slcmodel_0810_topazslc_seed1966278616_size100.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.657002510047615
slcmodel_0810_topazslc_seed1191167696_size1000.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.4288672905939799
slcmodel_0810_topazslc_seed-1556961451_size200.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.623086443533198
slcmodel_0810_topazslc_seed589819963_size2000.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.2783607344563157
slcmodel_0810_topazslc_seed-1292564519_size400.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.3952754107363154
slcmodel_0810_topazslc_seed162875781_size4000.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.30251086814886
slcmodel_0810_topazslc_seed331624901_size50.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,2.0682167131084253
slcmodel_0810_topazslc_seed1111471499_size500.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.2993304867660433
slcmodel_0810_topazslc_seed1274153041_size800.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.3419383372760834
slcmodel_0810_topazslc_seed860331295_size8000.arff,acmodel_0810_topazac_seed620128888_size8000-IG-K2.bif,1.2252967577833782
