slcmodel_0810_topazslc_seed1966278616_size100.arff,acmodel_0810_topazac.bif,1.9662582528321166
slcmodel_0810_topazslc_seed1191167696_size1000.arff,acmodel_0810_topazac.bif,1.660745666413443
slcmodel_0810_topazslc_seed-1556961451_size200.arff,acmodel_0810_topazac.bif,1.780554012567891
slcmodel_0810_topazslc_seed589819963_size2000.arff,acmodel_0810_topazac.bif,1.5050754459670725
slcmodel_0810_topazslc_seed-1292564519_size400.arff,acmodel_0810_topazac.bif,1.650722611181416
slcmodel_0810_topazslc_seed162875781_size4000.arff,acmodel_0810_topazac.bif,1.546626575370628
slcmodel_0810_topazslc_seed331624901_size50.arff,acmodel_0810_topazac.bif,2.4491020614975785
slcmodel_0810_topazslc_seed1111471499_size500.arff,acmodel_0810_topazac.bif,1.4927359886658655
slcmodel_0810_topazslc_seed1274153041_size800.arff,acmodel_0810_topazac.bif,1.5808203690543297
slcmodel_0810_topazslc_seed860331295_size8000.arff,acmodel_0810_topazac.bif,1.4682331333351704
